,name,setting,unit,category,short_desc,extra_desc,context,vartype,source,min_val,max_val,enumvals,boot_val,reset_val,sourcefile,sourceline,pending_restart
167,log_min_duration_statement,-1,ms,Reporting and Logging / When to Log,Sets the minimum execution time above which all statements will be logged.,Zero prints all queries. -1 turns this feature off.,superuser,integer,default,-1,2147483647,,-1,-1,,,False
168,log_min_error_statement,error,,Reporting and Logging / When to Log,Causes all statements generating error at or above this level to be logged.,"Each level includes all the levels that follow it. The later the level, the fewer messages are sent.",superuser,enum,default,,,"['debug5', 'debug4', 'debug3', 'debug2', 'debug1', 'info', 'notice', 'warning', 'error', 'log', 'fatal', 'panic']",error,error,,,False
169,log_min_messages,warning,,Reporting and Logging / When to Log,Sets the message levels that are logged.,"Each level includes all the levels that follow it. The later the level, the fewer messages are sent.",superuser,enum,default,,,"['debug5', 'debug4', 'debug3', 'debug2', 'debug1', 'info', 'notice', 'warning', 'error', 'log', 'fatal', 'panic']",warning,warning,,,False
170,log_parameter_max_length,-1,B,Reporting and Logging / What to Log,"When logging statements, limit logged parameter values to first N bytes.",-1 to print values in full.,superuser,integer,default,-1,1073741823,,-1,-1,,,False
171,log_parameter_max_length_on_error,0,B,Reporting and Logging / What to Log,"When reporting an error, limit logged parameter values to first N bytes.",-1 to print values in full.,user,integer,default,-1,1073741823,,0,0,,,False
172,log_parser_stats,off,,Statistics / Monitoring,Writes parser performance statistics to the server log.,,superuser,bool,default,,,,off,off,,,False
173,log_planner_stats,off,,Statistics / Monitoring,Writes planner performance statistics to the server log.,,superuser,bool,default,,,,off,off,,,False
174,log_recovery_conflict_waits,off,,Reporting and Logging / What to Log,Logs standby recovery conflict waits.,,sighup,bool,default,,,,off,off,,,False
175,log_replication_commands,off,,Reporting and Logging / What to Log,Logs each replication command.,,superuser,bool,default,,,,off,off,,,False
176,log_rotation_age,1440,min,Reporting and Logging / Where to Log,Automatic log file rotation will occur after N minutes.,,sighup,integer,default,0,35791394,,1440,1440,,,False
177,log_rotation_size,10240,kB,Reporting and Logging / Where to Log,Automatic log file rotation will occur after N kilobytes.,,sighup,integer,default,0,2097151,,10240,10240,,,False
178,log_statement,none,,Reporting and Logging / What to Log,Sets the type of statements logged.,,superuser,enum,default,,,"['none', 'ddl', 'mod', 'all']",none,none,,,False
179,log_statement_sample_rate,1,,Reporting and Logging / When to Log,Fraction of statements exceeding log_min_duration_sample to be logged.,Use a value between 0.0 (never log) and 1.0 (always log).,superuser,real,default,0,1,,1,1,,,False
180,log_statement_stats,off,,Statistics / Monitoring,Writes cumulative performance statistics to the server log.,,superuser,bool,default,,,,off,off,,,False
181,log_temp_files,-1,kB,Reporting and Logging / What to Log,Log the use of temporary files larger than this number of kilobytes.,Zero logs all files. The default is -1 (turning this feature off).,superuser,integer,default,-1,2147483647,,-1,-1,,,False
182,log_timezone,UTC,,Reporting and Logging / What to Log,Sets the time zone to use in log messages.,,sighup,string,configuration file,,,,GMT,UTC,/var/lib/postgresql/data/postgresql.conf,580.0,False
183,log_transaction_sample_rate,0,,Reporting and Logging / When to Log,Sets the fraction of transactions from which to log all statements.,Use a value between 0.0 (never log) and 1.0 (log all statements for all transactions).,superuser,real,default,0,1,,0,0,,,False
184,log_truncate_on_rotation,off,,Reporting and Logging / Where to Log,Truncate existing log files of same name during log rotation.,,sighup,bool,default,,,,off,off,,,False
185,logging_collector,off,,Reporting and Logging / Where to Log,Start a subprocess to capture stderr output and/or csvlogs into log files.,,postmaster,bool,default,,,,off,off,,,False
186,logical_decoding_work_mem,65536,kB,Resource Usage / Memory,Sets the maximum memory to be used for logical decoding.,This much memory can be used by each internal reorder buffer before spilling to disk.,user,integer,default,64,2147483647,,65536,65536,,,False
187,maintenance_io_concurrency,10,,Resource Usage / Asynchronous Behavior,A variant of effective_io_concurrency that is used for maintenance work.,,user,integer,default,0,1000,,10,10,,,False
188,maintenance_work_mem,65536,kB,Resource Usage / Memory,Sets the maximum memory to be used for maintenance operations.,This includes operations such as VACUUM and CREATE INDEX.,user,integer,default,1024,2147483647,,65536,65536,,,False
189,max_connections,500,,Connections and Authentication / Connection Settings,Sets the maximum number of concurrent connections.,,postmaster,integer,command line,1,262143,,100,500,,,False
190,max_files_per_process,1000,,Resource Usage / Kernel Resources,Sets the maximum number of simultaneously open files for each server process.,,postmaster,integer,default,64,2147483647,,1000,1000,,,False
191,max_function_args,100,,Preset Options,Shows the maximum number of function arguments.,,internal,integer,default,100,100,,100,100,,,False
192,max_identifier_length,63,,Preset Options,Shows the maximum identifier length.,,internal,integer,default,63,63,,63,63,,,False
193,max_index_keys,32,,Preset Options,Shows the maximum number of index keys.,,internal,integer,default,32,32,,32,32,,,False
194,max_locks_per_transaction,64,,Lock Management,Sets the maximum number of locks per transaction.,The shared lock table is sized on the assumption that at most max_locks_per_transaction * max_connections distinct objects will need to be locked at any one time.,postmaster,integer,default,10,2147483647,,64,64,,,False
195,max_logical_replication_workers,4,,Replication / Subscribers,Maximum number of logical replication worker processes.,,postmaster,integer,default,0,262143,,4,4,,,False
196,max_parallel_maintenance_workers,2,,Resource Usage / Asynchronous Behavior,Sets the maximum number of parallel processes per maintenance operation.,,user,integer,default,0,1024,,2,2,,,False
197,max_parallel_workers,8,,Resource Usage / Asynchronous Behavior,Sets the maximum number of parallel workers that can be active at one time.,,user,integer,default,0,1024,,8,8,,,False
198,max_parallel_workers_per_gather,2,,Resource Usage / Asynchronous Behavior,Sets the maximum number of parallel processes per executor node.,,user,integer,default,0,1024,,2,2,,,False
199,max_pred_locks_per_page,2,,Lock Management,Sets the maximum number of predicate-locked tuples per page.,"If more than this number of tuples on the same page are locked by a connection, those locks are replaced by a page-level lock.",sighup,integer,default,0,2147483647,,2,2,,,False
200,max_pred_locks_per_relation,-2,,Lock Management,Sets the maximum number of predicate-locked pages and tuples per relation.,"If more than this total of pages and tuples in the same relation are locked by a connection, those locks are replaced by a relation-level lock.",sighup,integer,default,-2147483648,2147483647,,-2,-2,,,False
201,max_pred_locks_per_transaction,64,,Lock Management,Sets the maximum number of predicate locks per transaction.,The shared predicate lock table is sized on the assumption that at most max_pred_locks_per_transaction * max_connections distinct objects will need to be locked at any one time.,postmaster,integer,default,10,2147483647,,64,64,,,False
202,max_prepared_transactions,0,,Resource Usage / Memory,Sets the maximum number of simultaneously prepared transactions.,,postmaster,integer,default,0,262143,,0,0,,,False
203,max_replication_slots,10,,Replication / Sending Servers,Sets the maximum number of simultaneously defined replication slots.,,postmaster,integer,default,0,262143,,10,10,,,False
204,max_slot_wal_keep_size,-1,MB,Replication / Sending Servers,Sets the maximum WAL size that can be reserved by replication slots.,"Replication slots will be marked as failed, and segments released for deletion or recycling, if this much space is occupied by WAL on disk.",sighup,integer,default,-1,2147483647,,-1,-1,,,False
205,max_stack_depth,2048,kB,Resource Usage / Memory,"Sets the maximum stack depth, in kilobytes.",,superuser,integer,environment variable,100,2147483647,,100,2048,,,False
206,max_standby_archive_delay,30000,ms,Replication / Standby Servers,Sets the maximum delay before canceling queries when a hot standby server is processing archived WAL data.,,sighup,integer,default,-1,2147483647,,30000,30000,,,False
207,max_standby_streaming_delay,30000,ms,Replication / Standby Servers,Sets the maximum delay before canceling queries when a hot standby server is processing streamed WAL data.,,sighup,integer,default,-1,2147483647,,30000,30000,,,False
208,max_sync_workers_per_subscription,2,,Replication / Subscribers,Maximum number of table synchronization workers per subscription.,,sighup,integer,default,0,262143,,2,2,,,False
209,max_wal_senders,10,,Replication / Sending Servers,Sets the maximum number of simultaneously running WAL sender processes.,,postmaster,integer,default,0,262143,,10,10,,,False
210,max_wal_size,1024,MB,Write-Ahead Log / Checkpoints,Sets the WAL size that triggers a checkpoint.,,sighup,integer,configuration file,2,2147483647,,1024,1024,/var/lib/postgresql/data/postgresql.conf,240.0,False
211,max_worker_processes,8,,Resource Usage / Asynchronous Behavior,Maximum number of concurrent worker processes.,,postmaster,integer,default,0,262143,,8,8,,,False
212,min_dynamic_shared_memory,0,MB,Resource Usage / Memory,Amount of dynamic shared memory reserved at startup.,,postmaster,integer,default,0,2147483647,,0,0,,,False
213,min_parallel_index_scan_size,64,8kB,Query Tuning / Planner Cost Constants,Sets the minimum amount of index data for a parallel scan.,"If the planner estimates that it will read a number of index pages too small to reach this limit, a parallel scan will not be considered.",user,integer,default,0,715827882,,64,64,,,False
214,min_parallel_table_scan_size,1024,8kB,Query Tuning / Planner Cost Constants,Sets the minimum amount of table data for a parallel scan.,"If the planner estimates that it will read a number of table pages too small to reach this limit, a parallel scan will not be considered.",user,integer,default,0,715827882,,1024,1024,,,False
215,min_wal_size,80,MB,Write-Ahead Log / Checkpoints,Sets the minimum size to shrink the WAL to.,,sighup,integer,configuration file,2,2147483647,,80,80,/var/lib/postgresql/data/postgresql.conf,241.0,False
216,old_snapshot_threshold,-1,min,Resource Usage / Asynchronous Behavior,Time before a snapshot is too old to read pages changed after the snapshot was taken.,A value of -1 disables this feature.,postmaster,integer,default,-1,86400,,-1,-1,,,False
217,parallel_leader_participation,on,,Resource Usage / Asynchronous Behavior,Controls whether Gather and Gather Merge also run subplans.,Should gather nodes also run subplans or just gather tuples?,user,bool,default,,,,on,on,,,False
218,parallel_setup_cost,1000,,Query Tuning / Planner Cost Constants,Sets the planner's estimate of the cost of starting up worker processes for parallel query.,,user,real,default,0,1.79769e+308,,1000,1000,,,False
219,parallel_tuple_cost,0.1,,Query Tuning / Planner Cost Constants,Sets the planner's estimate of the cost of passing each tuple (row) from worker to leader backend.,,user,real,default,0,1.79769e+308,,0.1,0.1,,,False
220,password_encryption,scram-sha-256,,Connections and Authentication / Authentication,Chooses the algorithm for encrypting passwords.,,user,enum,default,,,"['md5', 'scram-sha-256']",scram-sha-256,scram-sha-256,,,False
221,plan_cache_mode,auto,,Query Tuning / Other Planner Options,Controls the planner's selection of custom or generic plan.,"Prepared statements can have custom and generic plans, and the planner will attempt to choose which is better.  This can be set to override the default behavior.",user,enum,default,,,"['auto', 'force_generic_plan', 'force_custom_plan']",auto,auto,,,False
222,port,5432,,Connections and Authentication / Connection Settings,Sets the TCP port the server listens on.,,postmaster,integer,default,1,65535,,5432,5432,,,False
223,post_auth_delay,0,s,Developer Options,Waits N seconds on connection startup after authentication.,This allows attaching a debugger to the process.,backend,integer,default,0,2147,,0,0,,,False
224,pre_auth_delay,0,s,Developer Options,Waits N seconds on connection startup before authentication.,This allows attaching a debugger to the process.,sighup,integer,default,0,60,,0,0,,,False
225,primary_conninfo,,,Replication / Standby Servers,Sets the connection string to be used to connect to the sending server.,,sighup,string,default,,,,,,,,False
226,primary_slot_name,,,Replication / Standby Servers,Sets the name of the replication slot to use on the sending server.,,sighup,string,default,,,,,,,,False
227,promote_trigger_file,,,Replication / Standby Servers,Specifies a file name whose presence ends recovery in the standby.,,sighup,string,default,,,,,,,,False
228,quote_all_identifiers,off,,Version and Platform Compatibility / Previous PostgreSQL Versions,"When generating SQL fragments, quote all identifiers.",,user,bool,default,,,,off,off,,,False
229,random_page_cost,4,,Query Tuning / Planner Cost Constants,Sets the planner's estimate of the cost of a nonsequentially fetched disk page.,,user,real,default,0,1.79769e+308,,4,4,,,False
230,recovery_end_command,,,Write-Ahead Log / Archive Recovery,Sets the shell command that will be executed once at the end of recovery.,,sighup,string,default,,,,,,,,False
231,recovery_init_sync_method,fsync,,Error Handling,Sets the method for synchronizing the data directory before crash recovery.,,sighup,enum,default,,,"['fsync', 'syncfs']",fsync,fsync,,,False
232,recovery_min_apply_delay,0,ms,Replication / Standby Servers,Sets the minimum delay for applying changes during recovery.,,sighup,integer,default,0,2147483647,,0,0,,,False
233,recovery_target,,,Write-Ahead Log / Recovery Target,"Set to ""immediate"" to end recovery as soon as a consistent state is reached.",,postmaster,string,default,,,,,,,,False
234,recovery_target_action,pause,,Write-Ahead Log / Recovery Target,Sets the action to perform upon reaching the recovery target.,,postmaster,enum,default,,,"['pause', 'promote', 'shutdown']",pause,pause,,,False
235,recovery_target_inclusive,on,,Write-Ahead Log / Recovery Target,Sets whether to include or exclude transaction with recovery target.,,postmaster,bool,default,,,,on,on,,,False
236,recovery_target_lsn,,,Write-Ahead Log / Recovery Target,Sets the LSN of the write-ahead log location up to which recovery will proceed.,,postmaster,string,default,,,,,,,,False
237,recovery_target_name,,,Write-Ahead Log / Recovery Target,Sets the named restore point up to which recovery will proceed.,,postmaster,string,default,,,,,,,,False
238,recovery_target_time,,,Write-Ahead Log / Recovery Target,Sets the time stamp up to which recovery will proceed.,,postmaster,string,default,,,,,,,,False
239,recovery_target_timeline,latest,,Write-Ahead Log / Recovery Target,Specifies the timeline to recover into.,,postmaster,string,default,,,,latest,latest,,,False
240,recovery_target_xid,,,Write-Ahead Log / Recovery Target,Sets the transaction ID up to which recovery will proceed.,,postmaster,string,default,,,,,,,,False
241,remove_temp_files_after_crash,on,,Developer Options,Remove temporary files after backend crash.,,sighup,bool,default,,,,on,on,,,False
242,restart_after_crash,on,,Error Handling,Reinitialize server after backend crash.,,sighup,bool,default,,,,on,on,,,False
243,restore_command,,,Write-Ahead Log / Archive Recovery,Sets the shell command that will be called to retrieve an archived WAL file.,,sighup,string,default,,,,,,,,False
244,row_security,on,,Client Connection Defaults / Statement Behavior,Enable row security.,"When enabled, row security will be applied to all users.",user,bool,default,,,,on,on,,,False
245,search_path,"""$user"", public",,Client Connection Defaults / Statement Behavior,Sets the schema search order for names that are not schema-qualified.,,user,string,default,,,,"""$user"", public","""$user"", public",,,False
246,segment_size,131072,8kB,Preset Options,Shows the number of pages per disk file.,,internal,integer,default,131072,131072,,131072,131072,,,False
247,seq_page_cost,1,,Query Tuning / Planner Cost Constants,Sets the planner's estimate of the cost of a sequentially fetched disk page.,,user,real,default,0,1.79769e+308,,1,1,,,False
248,server_encoding,UTF8,,Preset Options,Shows the server (database) character set encoding.,,internal,string,override,,,,SQL_ASCII,UTF8,,,False
249,server_version,14.2,,Preset Options,Shows the server version.,,internal,string,default,,,,14.2,14.2,,,False
250,server_version_num,140002,,Preset Options,Shows the server version as an integer.,,internal,integer,default,140002,140002,,140002,140002,,,False
251,session_preload_libraries,,,Client Connection Defaults / Shared Library Preloading,Lists shared libraries to preload into each backend.,,superuser,string,default,,,,,,,,False
252,session_replication_role,origin,,Client Connection Defaults / Statement Behavior,Sets the session's behavior for triggers and rewrite rules.,,superuser,enum,default,,,"['origin', 'replica', 'local']",origin,origin,,,False
253,shared_buffers,16384,8kB,Resource Usage / Memory,Sets the number of shared memory buffers used by the server.,,postmaster,integer,configuration file,16,1073741823,,1024,16384,/var/lib/postgresql/data/postgresql.conf,127.0,False
254,shared_memory_type,mmap,,Resource Usage / Memory,Selects the shared memory implementation used for the main shared memory region.,,postmaster,enum,default,,,"['sysv', 'mmap']",mmap,mmap,,,False
255,shared_preload_libraries,,,Client Connection Defaults / Shared Library Preloading,Lists shared libraries to preload into server.,,postmaster,string,default,,,,,,,,False
256,ssl,off,,Connections and Authentication / SSL,Enables SSL connections.,,sighup,bool,default,,,,off,off,,,False
257,ssl_ca_file,,,Connections and Authentication / SSL,Location of the SSL certificate authority file.,,sighup,string,default,,,,,,,,False
258,ssl_cert_file,server.crt,,Connections and Authentication / SSL,Location of the SSL server certificate file.,,sighup,string,default,,,,server.crt,server.crt,,,False
259,ssl_ciphers,HIGH:MEDIUM:+3DES:!aNULL,,Connections and Authentication / SSL,Sets the list of allowed SSL ciphers.,,sighup,string,default,,,,HIGH:MEDIUM:+3DES:!aNULL,HIGH:MEDIUM:+3DES:!aNULL,,,False
260,ssl_crl_dir,,,Connections and Authentication / SSL,Location of the SSL certificate revocation list directory.,,sighup,string,default,,,,,,,,False
261,ssl_crl_file,,,Connections and Authentication / SSL,Location of the SSL certificate revocation list file.,,sighup,string,default,,,,,,,,False
262,ssl_dh_params_file,,,Connections and Authentication / SSL,Location of the SSL DH parameters file.,,sighup,string,default,,,,,,,,False
263,ssl_ecdh_curve,prime256v1,,Connections and Authentication / SSL,Sets the curve to use for ECDH.,,sighup,string,default,,,,prime256v1,prime256v1,,,False
264,ssl_key_file,server.key,,Connections and Authentication / SSL,Location of the SSL server private key file.,,sighup,string,default,,,,server.key,server.key,,,False
265,ssl_library,OpenSSL,,Preset Options,Shows the name of the SSL library.,,internal,string,default,,,,OpenSSL,OpenSSL,,,False
266,ssl_max_protocol_version,,,Connections and Authentication / SSL,Sets the maximum SSL/TLS protocol version to use.,,sighup,enum,default,,,"['', 'TLSv1', 'TLSv1.1', 'TLSv1.2', 'TLSv1.3']",,,,,False
267,ssl_min_protocol_version,TLSv1.2,,Connections and Authentication / SSL,Sets the minimum SSL/TLS protocol version to use.,,sighup,enum,default,,,"['TLSv1', 'TLSv1.1', 'TLSv1.2', 'TLSv1.3']",TLSv1.2,TLSv1.2,,,False
268,ssl_passphrase_command,,,Connections and Authentication / SSL,Command to obtain passphrases for SSL.,,sighup,string,default,,,,,,,,False
269,ssl_passphrase_command_supports_reload,off,,Connections and Authentication / SSL,Also use ssl_passphrase_command during server reload.,,sighup,bool,default,,,,off,off,,,False
270,ssl_prefer_server_ciphers,on,,Connections and Authentication / SSL,Give priority to server ciphersuite order.,,sighup,bool,default,,,,on,on,,,False
271,standard_conforming_strings,on,,Version and Platform Compatibility / Previous PostgreSQL Versions,Causes '...' strings to treat backslashes literally.,,user,bool,default,,,,on,on,,,False
272,statement_timeout,0,ms,Client Connection Defaults / Statement Behavior,Sets the maximum allowed duration of any statement.,A value of 0 turns off the timeout.,user,integer,default,0,2147483647,,0,0,,,False
273,stats_temp_directory,pg_stat_tmp,,Statistics / Query and Index Statistics Collector,Writes temporary statistics files to the specified directory.,,sighup,string,default,,,,pg_stat_tmp,pg_stat_tmp,,,False
274,superuser_reserved_connections,3,,Connections and Authentication / Connection Settings,Sets the number of connection slots reserved for superusers.,,postmaster,integer,default,0,262143,,3,3,,,False
275,synchronize_seqscans,on,,Version and Platform Compatibility / Previous PostgreSQL Versions,Enable synchronized sequential scans.,,user,bool,default,,,,on,on,,,False
276,synchronous_commit,on,,Write-Ahead Log / Settings,Sets the current transaction's synchronization level.,,user,enum,default,,,"['local', 'remote_write', 'remote_apply', 'on', 'off']",on,on,,,False
277,synchronous_standby_names,,,Replication / Primary Server,Number of synchronous standbys and list of names of potential synchronous ones.,,sighup,string,default,,,,,,,,False
278,syslog_facility,local0,,Reporting and Logging / Where to Log,"Sets the syslog ""facility"" to be used when syslog enabled.",,sighup,enum,default,,,"['local0', 'local1', 'local2', 'local3', 'local4', 'local5', 'local6', 'local7']",local0,local0,,,False
279,syslog_ident,postgres,,Reporting and Logging / Where to Log,Sets the program name used to identify PostgreSQL messages in syslog.,,sighup,string,default,,,,postgres,postgres,,,False
280,syslog_sequence_numbers,on,,Reporting and Logging / Where to Log,Add sequence number to syslog messages to avoid duplicate suppression.,,sighup,bool,default,,,,on,on,,,False
281,syslog_split_messages,on,,Reporting and Logging / Where to Log,Split messages sent to syslog by lines and to fit into 1024 bytes.,,sighup,bool,default,,,,on,on,,,False
282,tcp_keepalives_count,9,,Connections and Authentication / Connection Settings,Maximum number of TCP keepalive retransmits.,This controls the number of consecutive keepalive retransmits that can be lost before a connection is considered dead. A value of 0 uses the system default.,user,integer,default,0,2147483647,,0,0,,,False
283,tcp_keepalives_idle,7200,s,Connections and Authentication / Connection Settings,Time between issuing TCP keepalives.,A value of 0 uses the system default.,user,integer,default,0,2147483647,,0,0,,,False
284,tcp_keepalives_interval,75,s,Connections and Authentication / Connection Settings,Time between TCP keepalive retransmits.,A value of 0 uses the system default.,user,integer,default,0,2147483647,,0,0,,,False
285,tcp_user_timeout,0,ms,Connections and Authentication / Connection Settings,TCP user timeout.,A value of 0 uses the system default.,user,integer,default,0,2147483647,,0,0,,,False
286,temp_buffers,1024,8kB,Resource Usage / Memory,Sets the maximum number of temporary buffers used by each session.,,user,integer,default,100,1073741823,,1024,1024,,,False
287,temp_file_limit,-1,kB,Resource Usage / Disk,Limits the total size of all temporary files used by each process.,-1 means no limit.,superuser,integer,default,-1,2147483647,,-1,-1,,,False
288,temp_tablespaces,,,Client Connection Defaults / Statement Behavior,Sets the tablespace(s) to use for temporary tables and sort files.,,user,string,default,,,,,,,,False
289,TimeZone,UTC,,Client Connection Defaults / Locale and Formatting,Sets the time zone for displaying and interpreting time stamps.,,user,string,configuration file,,,,GMT,UTC,/var/lib/postgresql/data/postgresql.conf,696.0,False
290,timezone_abbreviations,Default,,Client Connection Defaults / Locale and Formatting,Selects a file of time zone abbreviations.,,user,string,default,,,,,Default,,,False
291,trace_notify,off,,Developer Options,Generates debugging output for LISTEN and NOTIFY.,,user,bool,default,,,,off,off,,,False
292,trace_recovery_messages,log,,Developer Options,Enables logging of recovery-related debugging information.,"Each level includes all the levels that follow it. The later the level, the fewer messages are sent.",sighup,enum,default,,,"['debug5', 'debug4', 'debug3', 'debug2', 'debug1', 'log', 'notice', 'warning', 'error']",log,log,,,False
293,trace_sort,off,,Developer Options,Emit information about resource usage in sorting.,,user,bool,default,,,,off,off,,,False
294,track_activities,on,,Statistics / Query and Index Statistics Collector,Collects information about executing commands.,"Enables the collection of information on the currently executing command of each session, along with the time at which that command began execution.",superuser,bool,default,,,,on,on,,,False
295,track_activity_query_size,1024,B,Statistics / Query and Index Statistics Collector,"Sets the size reserved for pg_stat_activity.query, in bytes.",,postmaster,integer,default,100,1048576,,1024,1024,,,False
296,track_commit_timestamp,off,,Replication / Sending Servers,Collects transaction commit time.,,postmaster,bool,default,,,,off,off,,,False
297,track_counts,on,,Statistics / Query and Index Statistics Collector,Collects statistics on database activity.,,superuser,bool,default,,,,on,on,,,False
298,track_functions,none,,Statistics / Query and Index Statistics Collector,Collects function-level statistics on database activity.,,superuser,enum,default,,,"['none', 'pl', 'all']",none,none,,,False
299,track_io_timing,off,,Statistics / Query and Index Statistics Collector,Collects timing statistics for database I/O activity.,,superuser,bool,default,,,,off,off,,,False
300,track_wal_io_timing,off,,Statistics / Query and Index Statistics Collector,Collects timing statistics for WAL I/O activity.,,superuser,bool,default,,,,off,off,,,False
301,transaction_deferrable,off,,Client Connection Defaults / Statement Behavior,Whether to defer a read-only serializable transaction until it can be executed with no possible serialization failures.,,user,bool,override,,,,off,off,,,False
302,transaction_isolation,read committed,,Client Connection Defaults / Statement Behavior,Sets the current transaction's isolation level.,,user,enum,override,,,"['serializable', 'repeatable read', 'read committed', 'read uncommitted']",read committed,read committed,,,False
303,transaction_read_only,off,,Client Connection Defaults / Statement Behavior,Sets the current transaction's read-only status.,,user,bool,override,,,,off,off,,,False
304,transform_null_equals,off,,Version and Platform Compatibility / Other Platforms and Clients,"Treats ""expr=NULL"" as ""expr IS NULL"".","When turned on, expressions of the form expr = NULL (or NULL = expr) are treated as expr IS NULL, that is, they return true if expr evaluates to the null value, and false otherwise. The correct behavior of expr = NULL is to always return null (unknown).",user,bool,default,,,,off,off,,,False
305,unix_socket_directories,/var/run/postgresql,,Connections and Authentication / Connection Settings,Sets the directories where Unix-domain sockets will be created.,,postmaster,string,default,,,,/var/run/postgresql,/var/run/postgresql,,,False
306,unix_socket_group,,,Connections and Authentication / Connection Settings,Sets the owning group of the Unix-domain socket.,The owning user of the socket is always the user that starts the server.,postmaster,string,default,,,,,,,,False
307,unix_socket_permissions,0777,,Connections and Authentication / Connection Settings,Sets the access permissions of the Unix-domain socket.,Unix-domain sockets use the usual Unix file system permission set. The parameter value is expected to be a numeric mode specification in the form accepted by the chmod and umask system calls. (To use the customary octal format the number must start with a 0 (zero).),postmaster,integer,default,0,511,,511,511,,,False
308,update_process_title,on,,Reporting and Logging / Process Title,Updates the process title to show the active SQL command.,Enables updating of the process title every time a new SQL command is received by the server.,superuser,bool,default,,,,on,on,,,False
309,vacuum_cost_delay,0,ms,Resource Usage / Cost-Based Vacuum Delay,Vacuum cost delay in milliseconds.,,user,real,default,0,100,,0,0,,,False
310,vacuum_cost_limit,200,,Resource Usage / Cost-Based Vacuum Delay,Vacuum cost amount available before napping.,,user,integer,default,1,10000,,200,200,,,False
311,vacuum_cost_page_dirty,20,,Resource Usage / Cost-Based Vacuum Delay,Vacuum cost for a page dirtied by vacuum.,,user,integer,default,0,10000,,20,20,,,False
312,vacuum_cost_page_hit,1,,Resource Usage / Cost-Based Vacuum Delay,Vacuum cost for a page found in the buffer cache.,,user,integer,default,0,10000,,1,1,,,False
313,vacuum_cost_page_miss,2,,Resource Usage / Cost-Based Vacuum Delay,Vacuum cost for a page not found in the buffer cache.,,user,integer,default,0,10000,,2,2,,,False
314,vacuum_defer_cleanup_age,0,,Replication / Primary Server,"Number of transactions by which VACUUM and HOT cleanup should be deferred, if any.",,sighup,integer,default,0,1000000,,0,0,,,False
315,vacuum_failsafe_age,1600000000,,Client Connection Defaults / Statement Behavior,Age at which VACUUM should trigger failsafe to avoid a wraparound outage.,,user,integer,default,0,2100000000,,1600000000,1600000000,,,False
316,vacuum_freeze_min_age,50000000,,Client Connection Defaults / Statement Behavior,Minimum age at which VACUUM should freeze a table row.,,user,integer,default,0,1000000000,,50000000,50000000,,,False
317,vacuum_freeze_table_age,150000000,,Client Connection Defaults / Statement Behavior,Age at which VACUUM should scan whole table to freeze tuples.,,user,integer,default,0,2000000000,,150000000,150000000,,,False
318,vacuum_multixact_failsafe_age,1600000000,,Client Connection Defaults / Statement Behavior,Multixact age at which VACUUM should trigger failsafe to avoid a wraparound outage.,,user,integer,default,0,2100000000,,1600000000,1600000000,,,False
319,vacuum_multixact_freeze_min_age,5000000,,Client Connection Defaults / Statement Behavior,Minimum age at which VACUUM should freeze a MultiXactId in a table row.,,user,integer,default,0,1000000000,,5000000,5000000,,,False
320,vacuum_multixact_freeze_table_age,150000000,,Client Connection Defaults / Statement Behavior,Multixact age at which VACUUM should scan whole table to freeze tuples.,,user,integer,default,0,2000000000,,150000000,150000000,,,False
321,wal_block_size,8192,,Preset Options,Shows the block size in the write ahead log.,,internal,integer,default,8192,8192,,8192,8192,,,False
322,wal_buffers,512,8kB,Write-Ahead Log / Settings,Sets the number of disk-page buffers in shared memory for WAL.,,postmaster,integer,override,-1,262143,,-1,512,,,False
323,wal_compression,off,,Write-Ahead Log / Settings,Compresses full-page writes written in WAL file.,,superuser,bool,default,,,,off,off,,,False
324,wal_consistency_checking,,,Developer Options,Sets the WAL resource managers for which WAL consistency checks are done.,Full-page images will be logged for all data blocks and cross-checked against the results of WAL replay.,superuser,string,default,,,,,,,,False
325,wal_init_zero,on,,Write-Ahead Log / Settings,Writes zeroes to new WAL files before first use.,,superuser,bool,default,,,,on,on,,,False
326,wal_keep_size,0,MB,Replication / Sending Servers,Sets the size of WAL files held for standby servers.,,sighup,integer,default,0,2147483647,,0,0,,,False
327,wal_level,replica,,Write-Ahead Log / Settings,Sets the level of information written to the WAL.,,postmaster,enum,default,,,"['minimal', 'replica', 'logical']",replica,replica,,,False
328,wal_log_hints,off,,Write-Ahead Log / Settings,"Writes full pages to WAL when first modified after a checkpoint, even for a non-critical modification.",,postmaster,bool,default,,,,off,off,,,False
329,wal_receiver_create_temp_slot,off,,Replication / Standby Servers,Sets whether a WAL receiver should create a temporary replication slot if no permanent slot is configured.,,sighup,bool,default,,,,off,off,,,False
330,wal_receiver_status_interval,10,s,Replication / Standby Servers,Sets the maximum interval between WAL receiver status reports to the sending server.,,sighup,integer,default,0,2147483,,10,10,,,False
331,wal_receiver_timeout,60000,ms,Replication / Standby Servers,Sets the maximum wait time to receive data from the sending server.,,sighup,integer,default,0,2147483647,,60000,60000,,,False
332,wal_recycle,on,,Write-Ahead Log / Settings,Recycles WAL files by renaming them.,,superuser,bool,default,,,,on,on,,,False
333,wal_retrieve_retry_interval,5000,ms,Replication / Standby Servers,Sets the time to wait before retrying to retrieve WAL after a failed attempt.,,sighup,integer,default,1,2147483647,,5000,5000,,,False
