,max_background_compactions,max_background_flushes,write_buffer_size,max_write_buffer_number,min_write_buffer_number_to_merge,max_bytes_for_level_multiplier,block_size,level0_file_num_compaction_trigger,level0_slowdown_writes_trigger,level0_stop_writes_trigger
469,1,2,130000000,90,19,13.534321010295491,90934,256,444,1024
470,57,1,130000000,42,24,15.0,198231,69,6,866
471,1,2,130000000,73,14,13.541522613290699,215922,160,358,985
472,256,10,1,128,1,5.0,500000,256,1024,1
473,88,7,130000000,92,28,8.86165279755283,47843,155,946,1024
474,1,1,130000000,30,10,15.0,186463,75,42,636
475,1,2,130000000,46,16,13.42355897520519,257634,98,1,935
476,17,2,130000000,88,13,12.528537916962172,105682,134,496,1024
477,53,1,130000000,48,7,14.754582165020118,21489,187,677,679
478,1,2,130000000,50,16,14.67113016717002,211600,119,195,943
479,1,5,130000000,100,16,9.688949674248189,151780,191,1,981
480,43,2,130000000,82,21,13.803976888722234,146234,158,318,1024
481,31,3,130000000,47,18,13.72401939085836,302614,103,37,1024
482,106,1,130000000,50,16,15.0,100645,154,637,500
483,1,3,130000000,44,6,13.354998206994344,243008,117,154,915
484,85,1,130000000,33,16,15.0,128517,127,875,846
485,76,1,130000000,81,10,13.01369346443693,101076,212,498,1024
486,1,3,130000000,60,15,13.371810890646168,164654,119,212,976
487,51,1,130000000,58,25,15.0,265310,82,61,756
488,96,1,130000000,46,19,12.029260029521813,41451,209,973,1024
489,1,4,130000000,92,18,12.741198259368815,164880,179,285,1024
490,88,4,130000000,89,21,11.480306274635446,1,214,791,1024
491,55,3,130000000,95,21,11.736338456781931,33044,179,476,1024
492,49,1,130000000,53,13,15.0,174819,161,408,885
493,51,2,130000000,66,13,15.0,275670,96,1,836
494,128,4,130000000,74,27,9.50065063548923,38293,254,723,836
495,66,1,128915659,36,24,15.0,198283,79,171,788
496,1,2,130000000,105,11,12.685405352053467,142374,181,192,1024
497,161,1,130000000,123,32,14.232281956567785,199174,110,1,827
498,66,4,130000000,64,27,12.346047022048733,42391,173,543,1024
499,140,1,130000000,26,10,15.0,123432,189,398,899
0,1,1,67108864,2,1,10.0,4096,4,0,36
1,1,1,67108864,2,1,10.0,4096,4,0,36
2,1,1,67108864,2,1,10.0,4096,4,0,36
3,1,1,67108864,2,1,10.0,4096,4,0,36
4,1,1,67108864,2,1,10.0,4096,4,0,36
5,1,1,67108864,2,1,10.0,4096,4,0,36
6,1,1,67108864,2,1,10.0,4096,4,0,36
7,1,1,67108864,2,1,10.0,4096,4,0,36
8,1,1,67108864,2,1,10.0,4096,4,0,36
9,1,1,67108864,2,1,10.0,4096,4,0,36
10,1,1,67108864,2,1,10.0,4096,4,0,36
11,1,1,67108864,2,1,10.0,4096,4,0,36
12,1,1,67108864,2,1,10.0,4096,4,0,36
13,1,1,67108864,2,1,10.0,4096,4,0,36
14,1,1,67108864,2,1,10.0,4096,4,0,36
15,1,1,67108864,2,1,10.0,4096,4,0,36
16,1,1,67108864,2,1,10.0,4096,4,0,36
17,1,1,67108864,2,1,10.0,4096,4,0,36
18,1,1,67108864,2,1,10.0,4096,4,0,36
19,1,1,67108864,2,1,10.0,4096,4,0,36
20,1,1,67108864,2,1,10.0,4096,4,0,36
21,1,1,67108864,2,1,10.0,4096,4,0,36
22,1,1,67108864,2,1,10.0,4096,4,0,36
23,1,1,67108864,2,1,10.0,4096,4,0,36
24,1,1,67108864,2,1,10.0,4096,4,0,36
25,1,1,67108864,2,1,10.0,4096,4,0,36
26,1,1,67108864,2,1,10.0,4096,4,0,36
27,1,1,67108864,2,1,10.0,4096,4,0,36
28,1,1,67108864,2,1,10.0,4096,4,0,36
29,1,1,67108864,2,1,10.0,4096,4,0,36
30,1,1,67108864,2,1,10.0,4096,4,0,36
31,1,1,67108864,2,1,10.0,4096,4,0,36
32,1,1,67108864,2,1,10.0,4096,4,0,36
33,1,1,67108864,2,1,10.0,4096,4,0,36
34,1,1,67108864,2,1,10.0,4096,4,0,36
35,1,1,67108864,2,1,10.0,4096,4,0,36
36,1,1,67108864,2,1,10.0,4096,4,0,36
37,1,1,67108864,2,1,10.0,4096,4,0,36
38,1,1,67108864,2,1,10.0,4096,4,0,36
39,1,1,67108864,2,1,10.0,4096,4,0,36
40,1,1,67108864,2,1,10.0,4096,4,0,36
41,1,1,67108864,2,1,10.0,4096,4,0,36
42,1,1,67108864,2,1,10.0,4096,4,0,36
43,1,1,67108864,2,1,10.0,4096,4,0,36
44,1,1,67108864,2,1,10.0,4096,4,0,36
45,1,1,67108864,2,1,10.0,4096,4,0,36
46,1,1,67108864,2,1,10.0,4096,4,0,36
47,1,1,67108864,2,1,10.0,4096,4,0,36
48,1,1,67108864,2,1,10.0,4096,4,0,36
49,1,1,67108864,2,1,10.0,4096,4,0,36
50,1,1,67108864,2,1,10.0,4096,4,0,36
51,1,1,67108864,2,1,10.0,4096,4,0,36
52,1,1,67108864,2,1,10.0,4096,4,0,36
53,1,1,67108864,2,1,10.0,4096,4,0,36
54,1,1,67108864,2,1,10.0,4096,4,0,36
55,1,1,67108864,2,1,10.0,4096,4,0,36
56,1,1,67108864,2,1,10.0,4096,4,0,36
57,1,1,67108864,2,1,10.0,4096,4,0,36
58,1,1,67108864,2,1,10.0,4096,4,0,36
59,1,1,67108864,2,1,10.0,4096,4,0,36
60,1,1,67108864,2,1,10.0,4096,4,0,36
61,1,1,67108864,2,1,10.0,4096,4,0,36
62,1,1,67108864,2,1,10.0,4096,4,0,36
63,1,1,67108864,2,1,10.0,4096,4,0,36
64,1,1,67108864,2,1,10.0,4096,4,0,36
65,1,1,67108864,2,1,10.0,4096,4,0,36
66,1,1,67108864,2,1,10.0,4096,4,0,36
67,1,1,67108864,2,1,10.0,4096,4,0,36
68,1,1,67108864,2,1,10.0,4096,4,0,36
69,1,1,67108864,2,1,10.0,4096,4,0,36
70,1,1,67108864,2,1,10.0,4096,4,0,36
71,1,1,67108864,2,1,10.0,4096,4,0,36
72,1,1,67108864,2,1,10.0,4096,4,0,36
73,1,1,67108864,2,1,10.0,4096,4,0,36
74,1,1,67108864,2,1,10.0,4096,4,0,36
75,1,1,67108864,2,1,10.0,4096,4,0,36
76,1,1,67108864,2,1,10.0,4096,4,0,36
77,1,1,67108864,2,1,10.0,4096,4,0,36
78,1,1,67108864,2,1,10.0,4096,4,0,36
79,1,1,67108864,2,1,10.0,4096,4,0,36
80,1,1,67108864,2,1,10.0,4096,4,0,36
81,1,1,67108864,2,1,10.0,4096,4,0,36
82,1,1,67108864,2,1,10.0,4096,4,0,36
83,1,1,67108864,2,1,10.0,4096,4,0,36
84,1,1,67108864,2,1,10.0,4096,4,0,36
85,1,1,67108864,2,1,10.0,4096,4,0,36
86,1,1,67108864,2,1,10.0,4096,4,0,36
87,1,1,67108864,2,1,10.0,4096,4,0,36
88,1,1,67108864,2,1,10.0,4096,4,0,36
89,1,1,67108864,2,1,10.0,4096,4,0,36
90,1,1,67108864,2,1,10.0,4096,4,0,36
91,1,1,67108864,2,1,10.0,4096,4,0,36
92,1,1,67108864,2,1,10.0,4096,4,0,36
93,1,1,67108864,2,1,10.0,4096,4,0,36
94,1,1,67108864,2,1,10.0,4096,4,0,36
95,1,1,67108864,2,1,10.0,4096,4,0,36
96,1,1,67108864,2,1,10.0,4096,4,0,36
97,1,1,67108864,2,1,10.0,4096,4,0,36
98,1,1,67108864,2,1,10.0,4096,4,0,36
99,1,1,67108864,2,1,10.0,4096,4,0,36
100,1,1,67108864,2,1,10.0,4096,4,0,36
101,1,1,67108864,2,1,10.0,4096,4,0,36
102,1,1,67108864,2,1,10.0,4096,4,0,36
103,1,1,67108864,2,1,10.0,4096,4,0,36
104,1,1,67108864,2,1,10.0,4096,4,0,36
105,1,1,67108864,2,1,10.0,4096,4,0,36
106,1,1,67108864,2,1,10.0,4096,4,0,36
107,1,1,67108864,2,1,10.0,4096,4,0,36
108,1,1,67108864,2,1,10.0,4096,4,0,36
109,1,1,67108864,2,1,10.0,4096,4,0,36
110,1,1,67108864,2,1,10.0,4096,4,0,36
111,1,1,67108864,2,1,10.0,4096,4,0,36
112,1,1,67108864,2,1,10.0,4096,4,0,36
113,1,1,67108864,2,1,10.0,4096,4,0,36
114,1,1,67108864,2,1,10.0,4096,4,0,36
115,1,1,67108864,2,1,10.0,4096,4,0,36
116,1,1,67108864,2,1,10.0,4096,4,0,36
117,1,1,67108864,2,1,10.0,4096,4,0,36
118,1,1,67108864,2,1,10.0,4096,4,0,36
119,1,1,67108864,2,1,10.0,4096,4,0,36
120,1,1,67108864,2,1,10.0,4096,4,0,36
121,1,1,67108864,2,1,10.0,4096,4,0,36
122,1,1,67108864,2,1,10.0,4096,4,0,36
123,1,1,67108864,2,1,10.0,4096,4,0,36
124,1,1,67108864,2,1,10.0,4096,4,0,36
125,1,1,67108864,2,1,10.0,4096,4,0,36
126,1,1,67108864,2,1,10.0,4096,4,0,36
127,1,1,67108864,2,1,10.0,4096,4,0,36
128,1,1,67108864,2,1,10.0,4096,4,0,36
129,1,1,67108864,2,1,10.0,4096,4,0,36
130,1,1,67108864,2,1,10.0,4096,4,0,36
131,1,1,67108864,2,1,10.0,4096,4,0,36
132,1,1,67108864,2,1,10.0,4096,4,0,36
133,1,1,67108864,2,1,10.0,4096,4,0,36
134,1,1,67108864,2,1,10.0,4096,4,0,36
135,1,1,67108864,2,1,10.0,4096,4,0,36
136,1,1,67108864,2,1,10.0,4096,4,0,36
137,1,1,67108864,2,1,10.0,4096,4,0,36
138,1,1,67108864,2,1,10.0,4096,4,0,36
139,1,1,67108864,2,1,10.0,4096,4,0,36
140,1,1,67108864,2,1,10.0,4096,4,0,36
141,1,1,67108864,2,1,10.0,4096,4,0,36
142,1,1,67108864,2,1,10.0,4096,4,0,36
143,1,1,67108864,2,1,10.0,4096,4,0,36
144,1,1,67108864,2,1,10.0,4096,4,0,36
145,1,1,67108864,2,1,10.0,4096,4,0,36
146,1,1,67108864,2,1,10.0,4096,4,0,36
147,1,1,67108864,2,1,10.0,4096,4,0,36
148,1,1,67108864,2,1,10.0,4096,4,0,36
149,1,1,67108864,2,1,10.0,4096,4,0,36
150,1,1,67108864,2,1,10.0,4096,4,0,36
151,1,1,67108864,2,1,10.0,4096,4,0,36
152,1,1,67108864,2,1,10.0,4096,4,0,36
153,1,1,67108864,2,1,10.0,4096,4,0,36
154,1,1,67108864,2,1,10.0,4096,4,0,36
155,1,1,67108864,2,1,10.0,4096,4,0,36
156,1,1,67108864,2,1,10.0,4096,4,0,36
157,1,1,67108864,2,1,10.0,4096,4,0,36
158,1,1,67108864,2,1,10.0,4096,4,0,36
159,1,1,67108864,2,1,10.0,4096,4,0,36
160,1,1,67108864,2,1,10.0,4096,4,0,36
161,1,1,67108864,2,1,10.0,4096,4,0,36
162,1,1,67108864,2,1,10.0,4096,4,0,36
163,1,1,67108864,2,1,10.0,4096,4,0,36
164,1,1,67108864,2,1,10.0,4096,4,0,36
165,1,1,67108864,2,1,10.0,4096,4,0,36
166,1,1,67108864,2,1,10.0,4096,4,0,36
167,1,1,67108864,2,1,10.0,4096,4,0,36
168,1,1,67108864,2,1,10.0,4096,4,0,36
169,1,1,67108864,2,1,10.0,4096,4,0,36
170,1,1,67108864,2,1,10.0,4096,4,0,36
171,1,1,67108864,2,1,10.0,4096,4,0,36
172,1,1,67108864,2,1,10.0,4096,4,0,36
173,1,1,67108864,2,1,10.0,4096,4,0,36
174,1,1,67108864,2,1,10.0,4096,4,0,36
175,1,1,67108864,2,1,10.0,4096,4,0,36
176,1,1,67108864,2,1,10.0,4096,4,0,36
177,1,1,67108864,2,1,10.0,4096,4,0,36
178,1,1,67108864,2,1,10.0,4096,4,0,36
179,1,1,67108864,2,1,10.0,4096,4,0,36
180,1,1,67108864,2,1,10.0,4096,4,0,36
181,1,1,67108864,2,1,10.0,4096,4,0,36
182,1,1,67108864,2,1,10.0,4096,4,0,36
183,1,1,67108864,2,1,10.0,4096,4,0,36
184,1,1,67108864,2,1,10.0,4096,4,0,36
185,1,1,67108864,2,1,10.0,4096,4,0,36
186,1,1,67108864,2,1,10.0,4096,4,0,36
187,1,1,67108864,2,1,10.0,4096,4,0,36
188,1,1,67108864,2,1,10.0,4096,4,0,36
189,1,1,67108864,2,1,10.0,4096,4,0,36
190,1,1,67108864,2,1,10.0,4096,4,0,36
191,1,1,67108864,2,1,10.0,4096,4,0,36
192,1,1,67108864,2,1,10.0,4096,4,0,36
193,1,1,67108864,2,1,10.0,4096,4,0,36
194,1,1,67108864,2,1,10.0,4096,4,0,36
195,1,1,67108864,2,1,10.0,4096,4,0,36
196,1,1,67108864,2,1,10.0,4096,4,0,36
197,1,1,67108864,2,1,10.0,4096,4,0,36
198,1,1,67108864,2,1,10.0,4096,4,0,36
199,1,1,67108864,2,1,10.0,4096,4,0,36
200,1,1,67108864,2,1,10.0,4096,4,0,36
201,1,1,67108864,2,1,10.0,4096,4,0,36
202,1,1,67108864,2,1,10.0,4096,4,0,36
203,1,1,67108864,2,1,10.0,4096,4,0,36
204,1,1,67108864,2,1,10.0,4096,4,0,36
205,1,1,67108864,2,1,10.0,4096,4,0,36
206,1,1,67108864,2,1,10.0,4096,4,0,36
207,1,1,67108864,2,1,10.0,4096,4,0,36
208,1,1,67108864,2,1,10.0,4096,4,0,36
209,1,1,67108864,2,1,10.0,4096,4,0,36
210,1,1,67108864,2,1,10.0,4096,4,0,36
211,1,1,67108864,2,1,10.0,4096,4,0,36
212,1,1,67108864,2,1,10.0,4096,4,0,36
213,1,1,67108864,2,1,10.0,4096,4,0,36
214,1,1,67108864,2,1,10.0,4096,4,0,36
215,1,1,67108864,2,1,10.0,4096,4,0,36
216,1,1,67108864,2,1,10.0,4096,4,0,36
217,1,1,67108864,2,1,10.0,4096,4,0,36
218,1,1,67108864,2,1,10.0,4096,4,0,36
219,1,1,67108864,2,1,10.0,4096,4,0,36
220,1,1,67108864,2,1,10.0,4096,4,0,36
221,1,1,67108864,2,1,10.0,4096,4,0,36
222,1,1,67108864,2,1,10.0,4096,4,0,36
223,1,1,67108864,2,1,10.0,4096,4,0,36
224,1,1,67108864,2,1,10.0,4096,4,0,36
225,1,1,67108864,2,1,10.0,4096,4,0,36
226,1,1,67108864,2,1,10.0,4096,4,0,36
227,1,1,67108864,2,1,10.0,4096,4,0,36
228,1,1,67108864,2,1,10.0,4096,4,0,36
229,1,1,67108864,2,1,10.0,4096,4,0,36
230,1,1,67108864,2,1,10.0,4096,4,0,36
231,1,1,67108864,2,1,10.0,4096,4,0,36
232,1,1,67108864,2,1,10.0,4096,4,0,36
233,1,1,67108864,2,1,10.0,4096,4,0,36
234,1,1,67108864,2,1,10.0,4096,4,0,36
235,1,1,67108864,2,1,10.0,4096,4,0,36
236,1,1,67108864,2,1,10.0,4096,4,0,36
237,1,1,67108864,2,1,10.0,4096,4,0,36
238,1,1,67108864,2,1,10.0,4096,4,0,36
239,1,1,67108864,2,1,10.0,4096,4,0,36
240,1,1,67108864,2,1,10.0,4096,4,0,36
241,1,1,67108864,2,1,10.0,4096,4,0,36
242,1,1,67108864,2,1,10.0,4096,4,0,36
243,1,1,67108864,2,1,10.0,4096,4,0,36
244,1,1,67108864,2,1,10.0,4096,4,0,36
245,1,1,67108864,2,1,10.0,4096,4,0,36
246,1,1,67108864,2,1,10.0,4096,4,0,36
247,1,1,67108864,2,1,10.0,4096,4,0,36
248,1,1,67108864,2,1,10.0,4096,4,0,36
249,1,1,67108864,2,1,10.0,4096,4,0,36
250,1,1,67108864,2,1,10.0,4096,4,0,36
251,1,1,67108864,2,1,10.0,4096,4,0,36
252,1,1,67108864,2,1,10.0,4096,4,0,36
253,1,1,67108864,2,1,10.0,4096,4,0,36
254,1,1,67108864,2,1,10.0,4096,4,0,36
255,1,1,67108864,2,1,10.0,4096,4,0,36
256,1,1,67108864,2,1,10.0,4096,4,0,36
257,1,1,67108864,2,1,10.0,4096,4,0,36
258,1,1,67108864,2,1,10.0,4096,4,0,36
259,1,1,67108864,2,1,10.0,4096,4,0,36
260,1,1,67108864,2,1,10.0,4096,4,0,36
261,1,1,67108864,2,1,10.0,4096,4,0,36
262,1,1,67108864,2,1,10.0,4096,4,0,36
263,1,1,67108864,2,1,10.0,4096,4,0,36
264,1,1,67108864,2,1,10.0,4096,4,0,36
265,1,1,67108864,2,1,10.0,4096,4,0,36
266,1,1,67108864,2,1,10.0,4096,4,0,36
267,1,1,67108864,2,1,10.0,4096,4,0,36
268,1,1,67108864,2,1,10.0,4096,4,0,36
269,1,1,67108864,2,1,10.0,4096,4,0,36
270,1,1,67108864,2,1,10.0,4096,4,0,36
271,1,1,67108864,2,1,10.0,4096,4,0,36
272,1,1,67108864,2,1,10.0,4096,4,0,36
273,1,1,67108864,2,1,10.0,4096,4,0,36
274,1,1,67108864,2,1,10.0,4096,4,0,36
275,1,1,67108864,2,1,10.0,4096,4,0,36
276,1,1,67108864,2,1,10.0,4096,4,0,36
277,1,1,67108864,2,1,10.0,4096,4,0,36
278,1,1,67108864,2,1,10.0,4096,4,0,36
279,1,1,67108864,2,1,10.0,4096,4,0,36
280,1,1,67108864,2,1,10.0,4096,4,0,36
281,1,1,67108864,2,1,10.0,4096,4,0,36
282,1,1,67108864,2,1,10.0,4096,4,0,36
283,1,1,67108864,2,1,10.0,4096,4,0,36
284,1,1,67108864,2,1,10.0,4096,4,0,36
285,1,1,67108864,2,1,10.0,4096,4,0,36
286,1,1,67108864,2,1,10.0,4096,4,0,36
287,1,1,67108864,2,1,10.0,4096,4,0,36
288,1,1,67108864,2,1,10.0,4096,4,0,36
289,1,1,67108864,2,1,10.0,4096,4,0,36
290,1,1,67108864,2,1,10.0,4096,4,0,36
291,1,1,67108864,2,1,10.0,4096,4,0,36
292,1,1,67108864,2,1,10.0,4096,4,0,36
293,1,1,67108864,2,1,10.0,4096,4,0,36
294,1,1,67108864,2,1,10.0,4096,4,0,36
295,1,1,67108864,2,1,10.0,4096,4,0,36
296,1,1,67108864,2,1,10.0,4096,4,0,36
297,1,1,67108864,2,1,10.0,4096,4,0,36
298,1,1,67108864,2,1,10.0,4096,4,0,36
299,1,1,67108864,2,1,10.0,4096,4,0,36
0,231,8,5678690,97,28,6.0,201375,55,290,357
1,248,6,120766529,92,14,10.0,216813,125,423,864
2,196,2,20811914,63,15,6.0,236110,199,886,255
3,123,6,93646086,99,20,8.0,461603,242,385,798
4,243,9,27393355,19,3,7.0,457904,108,920,956
5,138,6,65765837,80,21,13.0,419814,132,548,829
6,73,2,128955339,126,2,13.0,279386,202,977,334
7,52,9,65928010,3,22,6.0,265925,15,157,919
8,7,7,27324197,105,16,6.0,462159,106,655,622
9,92,4,112637408,15,11,8.0,219576,113,296,379
10,73,8,56695905,36,29,13.0,470213,226,923,769
11,127,3,89491609,62,31,14.0,225020,207,805,85
12,191,6,112489009,123,15,7.0,320425,50,371,111
13,155,7,125300722,106,5,8.0,213474,38,579,801
14,116,7,56150728,2,28,11.0,206528,145,994,869
15,15,4,85059525,126,8,6.0,447534,160,662,10
16,242,7,111780728,19,28,6.0,143647,233,826,524
17,147,8,70087885,127,10,13.0,254110,53,240,441
18,211,6,73421413,50,16,8.0,99523,15,608,732
19,252,2,18240508,15,27,8.0,100838,136,529,815
20,111,5,122808135,5,22,11.0,286426,141,124,284
21,92,4,58265835,10,20,14.0,174045,6,252,744
22,201,8,91897494,60,22,6.0,185378,68,780,846
23,3,4,101613952,93,6,6.0,434555,238,541,860
24,132,9,65365230,69,4,14.0,360688,41,178,564
25,59,7,82846268,42,19,14.0,113703,35,226,98
26,254,6,117342439,46,6,12.0,161163,183,705,938
27,110,5,34231944,125,18,13.0,415062,122,313,363
28,233,10,113903757,92,2,9.0,84936,92,54,104
29,63,8,16908816,29,9,9.0,176805,118,850,346
30,128,3,105547275,79,19,12.0,271699,153,768,833
31,78,3,88444933,21,18,11.0,194422,57,470,437
32,65,9,74550952,14,21,5.0,444128,116,512,238
33,39,7,86258737,66,17,12.0,377750,230,942,278
34,116,2,61835829,17,1,12.0,339865,43,285,302
35,230,4,11395485,43,2,11.0,474703,25,645,279
36,165,6,67750165,109,14,13.0,283016,169,750,9
37,108,4,89655221,29,7,5.0,131321,92,92,161
38,97,2,110032009,94,7,14.0,425854,61,242,457
39,227,7,3319248,72,8,5.0,302947,233,697,793
40,185,8,95046263,16,14,13.0,239317,190,352,309
41,124,9,4836856,63,8,11.0,161499,173,353,733
42,56,2,117899892,128,5,12.0,421810,141,992,873
43,207,3,10156684,72,26,6.0,466253,56,57,306
44,108,8,4223826,100,22,14.0,249681,51,731,519
45,155,7,51527767,93,25,12.0,406305,78,970,403
46,147,7,74972884,72,25,5.0,162415,226,431,625
47,255,6,128263018,13,12,5.0,80326,174,566,218
48,244,7,32797080,124,4,9.0,15175,226,618,423
49,177,1,120283704,53,16,12.0,63539,133,217,645
50,218,3,9244954,63,19,14.0,154005,198,880,895
51,248,4,35203206,24,12,5.0,166848,222,953,239
52,135,6,7239870,37,7,6.0,181031,248,260,666
53,152,4,61654282,32,31,9.0,359700,30,980,792
54,177,3,55949303,17,13,11.0,198552,110,585,19
55,169,2,93435083,26,20,13.0,475455,136,173,115
56,81,7,25990020,119,4,12.0,294786,132,590,176
57,5,1,125383027,8,31,14.0,328386,231,662,454
58,225,7,112272101,53,26,12.0,374990,216,653,632
59,82,9,82958660,39,10,7.0,33509,17,780,604
60,150,1,30852447,98,13,13.0,472548,9,655,827
61,55,3,73473845,84,22,12.0,181533,186,294,265
62,209,10,77510788,75,14,6.0,256474,38,780,481
63,73,9,57686445,52,4,8.0,133331,208,520,648
64,192,2,110717816,111,26,13.0,305194,204,371,434
65,6,5,126595343,24,6,10.0,483394,172,172,65
66,118,5,15990926,75,13,13.0,33064,15,821,68
67,35,6,36146871,47,9,5.0,292632,183,679,824
68,177,4,115654051,40,7,11.0,233035,207,313,993
69,95,3,79753076,81,6,12.0,122362,48,622,75
70,205,2,29743139,66,5,12.0,428173,158,414,338
71,107,9,100234201,51,8,6.0,448936,181,418,260
72,77,2,21560474,127,7,7.0,212373,218,365,57
73,172,1,59664406,65,19,10.0,412517,81,2,326
74,135,7,118767589,54,31,13.0,195859,136,88,273
75,169,8,53201863,20,28,8.0,188975,61,114,627
76,171,8,75348987,36,10,10.0,83469,213,661,124
77,37,7,99099275,56,10,7.0,453643,201,129,680
78,27,2,24258741,25,13,11.0,235360,112,356,284
79,82,2,118305308,87,26,13.0,6539,18,861,389
80,19,9,62607389,72,24,7.0,74352,119,177,129
81,9,9,97208266,37,25,11.0,139693,77,332,386
82,198,1,125102250,66,17,8.0,404799,45,965,563
83,93,6,77281827,54,21,5.0,211338,94,922,959
84,254,2,96902547,77,18,12.0,200832,82,407,340
85,139,7,13513100,40,13,13.0,27450,222,727,688
86,194,5,64153399,100,30,8.0,194787,35,211,710
87,59,4,84632579,110,11,14.0,479343,18,453,1000
88,58,3,45359862,13,28,7.0,264089,198,699,1014
89,238,10,88773186,66,9,10.0,159717,78,178,422
90,133,5,10361360,35,20,12.0,48244,164,841,797
91,252,2,22480948,86,16,7.0,220642,115,572,476
92,199,1,44503415,122,6,13.0,124766,115,717,25
93,112,3,61847067,126,10,6.0,484342,223,818,525
94,229,6,44626892,43,32,6.0,461701,160,1020,550
95,187,2,37579245,85,11,14.0,408238,214,1009,276
96,21,5,60567548,68,4,9.0,191223,151,883,606
97,36,8,66051076,4,6,7.0,212254,61,79,320
98,206,6,40608141,108,23,12.0,294241,209,821,435
99,83,3,111501270,125,30,12.0,287918,124,147,185
100,136,7,127765044,3,14,14.0,262810,180,511,467
101,236,2,63063519,28,22,8.0,452835,150,375,844
102,207,2,122316983,10,11,8.0,85844,78,431,857
103,14,7,6237876,112,15,5.0,23074,4,817,420
104,37,8,96219269,55,21,8.0,465914,7,416,507
105,60,3,113964516,58,22,13.0,421371,117,581,757
106,17,6,114601772,70,16,10.0,92908,6,145,29
107,197,7,22465011,121,18,9.0,219687,190,699,256
108,137,3,25517375,46,10,5.0,206565,113,407,761
109,36,6,88966697,6,19,11.0,95417,212,182,460
110,244,5,4724224,41,29,14.0,244113,115,695,378
111,65,8,51540118,60,12,7.0,410394,138,362,407
112,159,1,28771194,117,19,5.0,390148,207,563,516
113,163,8,79163783,76,2,8.0,249375,221,217,144
114,204,3,11208794,118,24,11.0,143840,125,912,354
115,22,2,79878956,125,9,12.0,340532,154,369,101
116,226,2,102739233,97,1,12.0,490691,205,698,196
117,202,1,116179373,70,31,6.0,229783,197,705,56
118,155,4,63641175,39,25,10.0,337562,219,904,540
119,145,9,7548355,54,25,5.0,259551,132,583,385
120,151,9,106367190,97,12,11.0,322931,162,890,701
121,128,9,2641329,45,12,5.0,484821,39,912,573
122,168,4,77786334,77,29,11.0,314988,94,988,136
123,71,3,89425913,7,21,10.0,381087,246,728,700
124,129,3,97943838,43,4,5.0,354104,7,261,616
125,141,4,82558,52,21,12.0,38028,88,493,512
126,156,8,125015506,116,22,5.0,79160,11,203,533
127,207,6,77810437,86,25,8.0,309480,88,794,878
128,148,8,129166430,64,17,8.0,11506,3,246,254
129,248,2,120142065,112,9,12.0,423070,60,224,920
130,197,5,108962417,48,22,5.0,210060,29,624,299
131,81,8,108239105,2,23,9.0,344856,84,808,541
132,105,6,5388763,124,4,14.0,50020,239,657,75
133,166,7,56938912,109,15,13.0,471725,79,265,264
134,92,5,102791504,66,19,7.0,8750,62,463,206
135,76,8,20141423,51,29,6.0,205144,96,477,563
136,177,4,76990858,13,1,5.0,251410,252,692,372
137,78,8,89450905,21,12,9.0,374405,66,300,952
138,137,4,10458386,56,16,9.0,320464,62,450,219
139,88,6,13018539,43,9,10.0,168253,145,79,858
140,198,10,7824730,11,26,13.0,72860,179,505,50
141,26,9,30278320,14,14,5.0,261593,150,115,432
142,220,4,14133984,5,18,9.0,165966,99,37,58
143,243,5,88483632,78,29,9.0,406780,210,663,34
144,194,7,32226965,108,14,13.0,392693,201,493,890
145,86,9,63884612,26,20,9.0,329164,102,202,344
146,248,10,60245577,70,18,6.0,19062,37,202,942
147,88,6,39397452,32,29,13.0,274008,182,897,716
148,59,10,16901128,49,20,9.0,422106,187,459,944
149,153,2,111473756,91,2,5.0,294942,106,171,702
150,138,6,83697688,114,7,8.0,56251,45,862,655
151,173,10,35165971,107,25,6.0,18938,56,937,394
152,147,2,103191433,32,7,5.0,173002,171,220,11
153,182,2,15859021,48,18,7.0,392091,56,579,566
154,189,9,94227795,90,29,12.0,166900,178,90,640
155,147,5,23930622,45,15,8.0,314001,136,458,630
156,96,2,62803629,101,31,7.0,387101,152,653,580
157,226,9,3180960,2,17,11.0,433830,122,246,937
158,173,7,54787916,41,10,11.0,410838,117,9,227
159,84,7,99175952,27,24,8.0,396033,83,222,587
160,45,4,13556675,116,18,6.0,251747,56,561,460
161,22,1,56319779,23,9,14.0,76363,232,336,249
162,237,5,35857905,119,19,12.0,29277,8,825,724
163,89,4,115015293,116,31,14.0,112634,78,708,676
164,8,5,116567643,80,31,9.0,492667,156,899,762
165,94,8,2677370,32,18,10.0,408781,186,481,581
166,173,2,82526996,90,10,8.0,169465,221,263,559
167,129,6,112145231,25,5,7.0,304663,197,849,604
168,62,7,8943598,80,19,12.0,390496,111,154,247
169,241,7,76688850,62,24,5.0,436389,171,117,53
170,134,6,101396440,119,21,10.0,218443,164,606,588
171,5,5,112798947,10,7,8.0,169964,7,377,58
172,130,9,33342643,67,25,6.0,471390,23,662,729
173,48,7,77125393,48,8,11.0,230708,228,410,628
174,94,6,79891689,46,15,8.0,491339,125,607,660
175,173,9,86888199,55,30,7.0,259209,215,312,384
176,238,4,49825270,18,18,9.0,146009,123,294,948
177,113,7,93712500,10,13,14.0,431737,90,807,267
178,253,5,82085842,92,9,14.0,140789,224,982,815
